,text,url,price,cpu_name,cpu_gen,cpu_brand,discount_value,store
57,"PC Gamer 
						
							HP
						
						Omen 15-ek0126nf",https://www.boulanger.com/ref/1151881,1887,i5,5,Intel,0,Boulanger (FR)
60,"PC Gamer 
						
							MSI
						
						GL65 Leopard 10SFK-623FR",https://www.boulanger.com/ref/1150703,1769,i7,7,Intel,25,Boulanger (FR)
61,"PC Gamer 
						
							HP
						
						Pavilion Gaming 15-dk1368nf",https://www.boulanger.com/ref/1147717,1769,i7,7,Intel,0,Boulanger (FR)
62,"PC Gamer 
						
							Acer
						
						Aspire A715-41G-R93Y Noir",https://www.boulanger.com/ref/1148126,1061,Ryzen 5,5,AMD,12,Boulanger (FR)
63,"PC Gamer 
						
							Asus
						
						A17 TUF766II H7232T+Sac à Dos+Souris",https://www.boulanger.com/ref/1151561,1533,Ryzen 7,7,AMD,7,Boulanger (FR)
64,"PC Gamer 
						
							Acer
						
						Predator Helios 300 PH317-54-775H",https://www.boulanger.com/ref/1151964,1769,i7,7,Intel,16,Boulanger (FR)
65,"PC Gamer 
						
							MSI
						
						GF65 Thin 10SDR-1037FR sac à dos",https://www.boulanger.com/ref/1150704,1651,i7,7,Intel,0,Boulanger (FR)
67,"PC Gamer 
						
							Asus
						
						A17-TUF766IU-H7291T",https://www.boulanger.com/ref/1157567,1769,Ryzen 9,9,AMD,0,Boulanger (FR)
68,"PC Gamer 
						
							MSI
						
						GP76 Leopard 10UG-251FR",https://www.boulanger.com/ref/1157097,2595,i7,7,Intel,8,Boulanger (FR)
69,"PC Gamer 
						
							Dell
						
						Inspiron G3 15-3590-330",https://www.boulanger.com/ref/1147181,1204,i7,7,Intel,21,Boulanger (FR)
70,"PC Gamer 
						
							Asus
						
						STRIX-G17-G713QR-HG022T",https://www.boulanger.com/ref/1156752,2713,Ryzen 9,9,AMD,0,Boulanger (FR)
71,"PC Gamer 
						
							Asus
						
						A17 TUF766IU H7185T",https://www.boulanger.com/ref/1151562,2359,Ryzen 9,9,AMD,0,Boulanger (FR)
72,"PC Gamer 
						
							Asus
						
						STRIX-G15-G513QR-HN046T",https://www.boulanger.com/ref/1156743,2359,Ryzen 9,9,AMD,0,Boulanger (FR)
73,"PC Gamer 
						
							Asus
						
						STRIX-G17-G713QR-HX079T",https://www.boulanger.com/ref/1156754,2713,Ryzen 7,7,AMD,0,Boulanger (FR)
75,"PC Gamer 
						
							Asus
						
						ZEPHYRUS-DUO-GX551QR-006T",https://www.boulanger.com/ref/1156757,4129,Ryzen 9,9,AMD,0,Boulanger (FR)
77,"PC Gamer 
						
							MSI
						
						GE76 Raider 10UH-244FR",https://www.boulanger.com/ref/1157076,5899,i9,9,Intel,0,Boulanger (FR)
79,"PC Gamer 
						
							Asus
						
						TUF505DU-AL052T
						
						
							Reconditionné",https://www.boulanger.com/ref/1128204,1171,Ryzen 7,7,AMD,23,Boulanger (FR)
82,"PC Gamer 
						
							HP
						
						Omen 17-an025nf
						
						
							Reconditionné",https://www.boulanger.com/ref/1106307,1257,i7,7,Intel,0,Boulanger (FR)
83,"PC Gamer 
						
							HP
						
						OMEN 15-ce023nf
						
						
							Reconditionné",https://www.boulanger.com/ref/1096958,1259,i7,7,Intel,0,Boulanger (FR)
85,"PC Gamer 
						
							HP
						
						OMEN 15-ce019nf
						
						
							Reconditionné",https://www.boulanger.com/ref/1096957,1267,i5,5,Intel,0,Boulanger (FR)
87,"PC Gamer 
						
							HP
						
						OMEN 15-dc0018nf
						
						
							Reconditionné",https://www.boulanger.com/ref/1113809,1320,i7,7,Intel,0,Boulanger (FR)
88,"PC Gamer 
						
							Asus
						
						TUF765GE-EV121T
						
						
							Reconditionné",https://www.boulanger.com/ref/1111088,1438,i7,7,Intel,8,Boulanger (FR)
89,"PC Gamer 
						
							Asus
						
						GL502VS-GZ363T
						
						
							Reconditionné",https://www.boulanger.com/ref/1091166,1450,i7,7,Intel,30,Boulanger (FR)
90,"PC Gamer 
						
							Acer
						
						Predator Helios 300 PH317-53-741L Noir
						
						
							Reconditionné",https://www.boulanger.com/ref/1127920,1758,i7,7,Intel,9,Boulanger (FR)
91,"PC Gamer 
						
							Asus
						
						SCAR2-G515GW-ES023R
						
						
							Reconditionné",https://www.boulanger.com/ref/1116475,1805,i7,7,Intel,41,Boulanger (FR)
92,"PC Gamer 
						
							MSI
						
						GE75 Raider 9SF-837FR
						
						
							Reconditionné",https://www.boulanger.com/ref/1129523,1830,i7,7,Intel,32,Boulanger (FR)
94,"PC Gamer 
						
							MSI
						
						GE75 9SE-620FR-689
						
						
							Reconditionné",https://www.boulanger.com/ref/1128022,1888,i7,7,Intel,28,Boulanger (FR)
95,"PC Gamer 
						
							MSI
						
						GE75 Raider 9SF-1238FR
						
						
							Reconditionné",https://www.boulanger.com/ref/1139987,2154,i7,7,Intel,0,Boulanger (FR)
96,"PC Gamer 
						
							HP
						
						Omen X2s double ecran 15dg0012
						
						
							Reconditionné",https://www.boulanger.com/ref/1128369,2703,i9,9,Intel,0,Boulanger (FR)
97,"PC Gamer 
						
							MSI
						
						GF75 Thin 10SER-417FR",https://www.boulanger.com/ref/1148754,1768,i7,7,Intel,6,Boulanger (FR)
98,"PC Gamer 
						
							Asus
						
						A15 TUF566IV HN349T",https://www.boulanger.com/ref/1151559,1592,Ryzen 9,9,AMD,20,Boulanger (FR)
99,"PC Gamer 
						
							Asus
						
						STRIX-G17-G712LW-EV063T+backpack+souris",https://www.boulanger.com/ref/1146837,2241,i7,7,Intel,26,Boulanger (FR)
0,لاب توب العاب من ام اس اي جي اس 66 ستيلث 10SFS-032 15.6 انش، 300 هرتز 3 ام اس، انتل كور اي 9-10980 اتش كيه، ار تي اكس 2070 سوبر 32 جيجا، وسيط تخزين ذو حالة ثابتة 1 تيرا تي بي 3 ويندوز 10 برو في ار,https://www.amazon.sa/%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%B3%D8%AA%D9%8A%D9%84%D8%AB-10SFS-032-9-10980-%D9%88%D9%8A%D9%86%D8%AF%D9%88%D8%B2/dp/B085B37214/ref=sr_1_1?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-1,3072, اي 9,9,Intel,0,Amazon (SA)
1,لاب توب ام اس اي للالعاب GL65 ليوبارد 10SFK-062 رفيع الاطار بشاشة 15.6 انش فل اتش دي 144 هرتز 3 ميلي ثانية، RTX2070 انتل كور i7-10750H ذاكرة 16 جيجا و512 جيجا واس اس دي ويندوز 10,https://www.amazon.sa/%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D9%84%D9%8A%D9%88%D8%A8%D8%A7%D8%B1%D8%AF-10SFK-062-RTX2070-i7-10750H/dp/B085B3GFRL/ref=sr_1_2?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-2,1598,i7,7,Intel,0,Amazon (SA)
3,لاب توب لينوفو ليجون 5 15.6 انش فل اتش دي (1920x1080) اي بي اس ومعالج ايه ام دي رايزن 7 4800H، دي دي ار 4 16 جيجا ووسيط تخزين ذو حالة ثابتة 512 جيجا، نفيديا جي تي اكس 1660Ti، ويندوز 10 - اسود فانتوم,https://www.amazon.sa/%D9%84%D9%8A%D9%86%D9%88%D9%81%D9%88-1920x1080-%D9%88%D9%85%D8%B9%D8%A7%D9%84%D8%AC-4800H%D8%8C-1660Ti%D8%8C/dp/B08BB9RWXD/ref=sr_1_4?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-4,1115,رايزن 7,7,AMD,0,Amazon (SA)
4,لاب توب ايسر نيترو 5 الجيل التاسع انتل كورi5-9300H، نفيديا جيفورس جي تي اكس 1650، اي بي اس فل اتش دي 15.6 انش، 8 جيجا دي دي ار 4، 256 جيجا، وسيط تخزين ذو حالة ثابتة، واي فاي 6، AN515-54-5812,https://www.amazon.sa/%D8%A7%D9%8A%D8%B3%D8%B1-%D8%A7%D9%84%D8%AA%D8%A7%D8%B3%D8%B9-%D9%83%D9%88%D8%B1i5-9300H%D8%8C-%D9%86%D9%81%D9%8A%D8%AF%D9%8A%D8%A7-AN515-54-5812/dp/B08H2H89K1/ref=sr_1_5?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-5,875,i5,5,Intel,0,Amazon (SA)
5,لاب توب ايسر بريداتور هيلوس 300 للالعاب انتل i7-10750H، نفيديا جيفورس ار تي اكس 2060 6 جيجا، 15.6 انش فل اتش دي 144 هرتز، 16 جيجا دي دي ار 4، 512 جيجا، واي فاي 6، لوحة مفاتيح ار جي بي، PH315-53-72XD,https://www.amazon.sa/%D8%A7%D9%8A%D8%B3%D8%B1-%D8%A8%D8%B1%D9%8A%D8%AF%D8%A7%D8%AA%D9%88%D8%B1-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-i7-10750H%D8%8C-PH315-53-72XD/dp/B08842D7JS/ref=sr_1_6?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-6,2039,i7,7,Intel,0,Amazon (SA)
6,لاب توب للألعاب ASUS TUF 2021، شاشة 15.6 بوصة بدقة 144 هرتز، معالج انتل كور i7-9750H، جيفورس جي تي اكس 1650، ذاكرة رام دي دي 4 1 تيرا اس اس دي، واي فاي 5، ويندوز 10 هوم + قطعة قماش من أوديسين,https://www.amazon.sa/%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-TUF-i7-9750H%D8%8C-%D8%AC%D9%8A%D9%81%D9%88%D8%B1%D8%B3-%D8%A3%D9%88%D8%AF%D9%8A%D8%B3%D9%8A%D9%86/dp/B08SHN8MDY/ref=sr_1_7?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-7,1221,i7,7,Intel,0,Amazon (SA)
7,لاب توب اسوس TUF للالعاب بشاشة 15.6 انش فل اتش دي - معالج انتل كور i5-10300H - ذاكرة 8 جيجا - ذاكرة تخزين 256 جيجا - نفيديا جيفورس جي تي اكس 1650 Ti - اسود,https://www.amazon.sa/%D9%84%D8%A7%D8%A8-%D8%A7%D8%B3%D9%88%D8%B3-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%A8%D8%B4%D8%A7%D8%B4%D8%A9-15-6/dp/B07WNGFTN2/ref=sr_1_8?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-8,948,i5,5,Intel,0,Amazon (SA)
9,لاب توب لينوفو ليجين Y540-15، شاشة 15.6 انش اي بي اس، 60 هرتز، 300 هرتز، انتل كور i7-9750H، 16G DDR4 2666Mz، 512 جيجا، 1 تيرابايت 7200، نيفيدا GTX1660Ti، ويندوز 10، 81SX00NNUS، اسود,https://www.amazon.sa/%D9%84%D9%8A%D9%86%D9%88%D9%81%D9%88-Y540-15%D8%8C-i7-9750H%D8%8C-GTX1660Ti%D8%8C-81SX00NNUS%D8%8C/dp/B07YLJZV2G/ref=sr_1_10?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-10,1474,i7,7,Intel,0,Amazon (SA)
10,لابتوب 2020 ام اس اي GF75 رفيع للألعاب: الجيل العاشر كور i5-10300H، وسيط تخزين ذو حالة ثابتة بسعة 512 جيجا، شاشة 17.3 انش، نفيديا جي تي اكس 1650، ذاكرة وصول عشوائي 8 جيجابايت,https://www.amazon.sa/%D9%84%D8%A7%D8%A8%D8%AA%D9%88%D8%A8-2020-GF75-%D8%B1%D9%81%D9%8A%D8%B9-%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8/dp/B08F5J26M3/ref=sr_1_11?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-11,997,i5,5,Intel,0,Amazon (SA)
11,"Acer Nitro 5 Gaming Laptop, AMD Ryzen 5 4600H Hexa-Core Processor, NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS Display, 8GB DDR4, 256GB NVMe SSD, WiFi 6, DTS X Ultra, Backlit Keyboard, AN515-44-R078",https://www.amazon.sa/AN515-44-R078/dp/B08CPW7WP7/ref=sr_1_12?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-12,1174,Ryzen 5,5,AMD,0,Amazon (SA)
12,"2020 Asus TUF 15.6"" FHD Premium Gaming Laptop, 10th Gen Intel Quad-Core i5-10300H, 16GB RAM, 512GB SSD Boot + 1TB HDD, NVIDIA GeForce GTX 1650Ti 4GB GDDR6, RGB Backlit Keyboard, Windows 10 Home",https://www.amazon.sa/ASUS/dp/B08NBZ1YWD/ref=sr_1_13?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-13,1111,i5,5,Intel,0,Amazon (SA)
16,"ASUS TUF Gaming Laptop, 15.6” 144Hz Full HD IPS-Type Display, Intel Core i7-9750H Processor, GeForce GTX 1650, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505GT-AB73",https://www.amazon.sa/FX505GT-AB73/dp/B08KH2Q1FG/ref=sr_1_17?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-17,1070,i7,7,Intel,0,Amazon (SA)
19,لاب توب ايليانوير M15 للالعاب ، انتل كور i7-10750H ، 15.6 انش فل اتش دي، 16 جيجا رام، 1 تيرابايت اس اس دي، 8 جيجا نفيديا RTX2070 GDDR6 جرافيكس، ويندوز 10، لون اسود,https://www.amazon.sa/%D8%A7%D9%8A%D9%84%D9%8A%D8%A7%D9%86%D9%88%D9%8A%D8%B1-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-i7-10750H-%D8%AA%D9%8A%D8%B1%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83%D8%B3%D8%8C/dp/B08H8WW237/ref=sr_1_20?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-20,3151,i7,7,Intel,0,Amazon (SA)
22,لاب توب ام اس اي GE75 Raider- 10SF-286 17.3-240 هرتز، 3 ام اس - انتل كور I7 10875 ار تي اكس 2070، 16 جيجا، هارد 512 جيجا، ذاكرة مستديمة بوسيط تخزين، ويندوز 10، خاصية تقليل الاهتزاز، 17-30.99 انش,https://www.amazon.sa/GE75-Raider-10SF-286-17-3-240-%D9%87%D8%B1%D8%AA%D8%B2%D8%8C/dp/B089656G58/ref=sr_1_23?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-23,1889,I7,7,Intel,0,Amazon (SA)
23,نوت بوك ايسر نايترو 5 AN515 للالعاب الجيل 10 انتل كور i7-10750 سداسي النواة 5.0 جيجا/ ذاكرة تخزين 20 جيجا رام 4 / 1 تيرا قرص صلب + 256 جيجا اس اس دي/ 4 جيجا نيفيديا جي تي اكس 1650/15.6 انش فل اتش دي,https://www.amazon.sa/%D8%A7%D9%8A%D8%B3%D8%B1-%D9%86%D8%A7%D9%8A%D8%AA%D8%B1%D9%88-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-i7-10750-%D9%86%D9%8A%D9%81%D9%8A%D8%AF%D9%8A%D8%A7/dp/B08LCSTYJN/ref=sr_1_24?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-24,1539,i7,7,Intel,0,Amazon (SA)
24,لاب توب ام اس اي GF63 8RD للألعاب انتل كور i7-8750H شاشة 15.6 انش، يحتوي على 1 تيرابايت ساتا بلس 256 جيجا اس اس دي رام,https://www.amazon.sa/GF63-8RD-%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-i7-8750H-%D8%AA%D9%8A%D8%B1%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B07Q1KT2GM/ref=sr_1_25?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-25,1472,i7,7,Intel,0,Amazon (SA)
26,"HP Pavilion Gaming Laptop 17-inch, Intel Core i7, NVIDIA GeForce GTX 1660 Ti with Max-Q, 16 GB RAM, 256 GB SSD, Windows 10 Home (17-cd1030nr, Shadow Black)",https://www.amazon.sa/17-cd1030nr/dp/B08835NTQZ/ref=sr_1_27?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-27,1281,i7,7,Intel,0,Amazon (SA)
32,لينوفو ليجن 5 15.6 انش فل اتش دي نوت بوك للالعاب، انتل كور i7-10750H بسرعة 2.6 جيجاهرتز، ذاكرة رام 8 جيجا، 256 جيجا اس اس دي، نفيديا جيفورس GTX 1650 4 جيجا، ويندوز 10 هوم، اسود,https://www.amazon.sa/%D9%84%D9%8A%D9%86%D9%88%D9%81%D9%88-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%8C-i7-10750H-%D8%AC%D9%8A%D8%AC%D8%A7%D9%87%D8%B1%D8%AA%D8%B2%D8%8C-%D9%86%D9%81%D9%8A%D8%AF%D9%8A%D8%A7/dp/B0891SB8L5/ref=sr_1_33?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-33,1182,i7,7,Intel,0,Amazon (SA)
33,"Razer Blade Pro 17 Gaming Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 2080 SUPER, 17.3"" 4K 120Hz, 16GB RAM, 1TB SSD, CNC, Chroma RGB, Thunderbolt 3, SD Card Reader, Creator Ready",https://www.amazon.sa/RZ09-03295E63-R3U1/dp/B087KXDMNS/ref=sr_1_34?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-34,4117,i7,7,Intel,0,Amazon (SA)
34,"HP Omen 15-dh1000ne Gaming Laptop, 15.6"" FHD, 10th Gen Intel® Core™ i7, 16GB RAM, 1 TB SSD, NVIDIA GeForce GTX 1660 6GB Graphics, Windows 10 Home, EN-AR KB, Black - Middle East Version",https://www.amazon.sa/dp/B08HJSTLWV/ref=sr_1_35?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-35,1533,i7,7,Intel,0,Amazon (SA)
37,لابتوب نوت بوك من الجيل الثالث للالعاب من ديل، انتل كور اي5 10300 اتش، 15 انش، وسيط تخزين ذو حالة ثابتة 512 جيجابايت، 8 جيجا بايت، نفيديا مخصصة، ويندوز 10، لوحة مفاتيح انجليزي/عربي، لون اسود,https://www.amazon.sa/%D9%84%D8%A7%D8%A8%D8%AA%D9%88%D8%A8-%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A/dp/B08NHN37ZQ/ref=sr_1_38?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-38,756, اي5,5,Intel,0,Amazon (SA)
38,لاب توب لينوفو ليجيون 5 للالعاب، 15.6 انش فل اتش دي، 120 هرتز، معالج انتل كور i7-10750H، 8 جيجا، 512 جيجا اس اس دي، NVIDIA GTX 1650Ti، ويندوز 10، 82AU00CGUS,https://www.amazon.sa/%D9%84%D9%8A%D9%86%D9%88%D9%81%D9%88-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%8C-i7-10750H%D8%8C-1650Ti%D8%8C-82AU00CGUS/dp/B08NZKMH6J/ref=sr_1_39?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-39,1115,i7,7,Intel,0,Amazon (SA)
40,لاب توب للألعاب ASUS TUF ، 15.6 بوصة عالي الدقة IPS ، Intel Core i5-9300H ، GeForce GTX 1650 ، 8GB DDR4 جيجابايت ، وسيط تخزين ذو حالة ثابتة 512GB PCIe 5 ، ويندوز 10 هوم ، FX505GT-US52,https://www.amazon.sa/%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-i5-9300H-GeForce-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-FX505GT-US52/dp/B086QZPGKZ/ref=sr_1_41?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-41,931,i5,5,Intel,0,Amazon (SA)
44,"Newest Lenovo Legion Y540 15.6"" FHD 144Hz IPS Premium Gaming Laptop, Intel 6-Core i7-9750H Upto 4.5GHz, 32GB RAM, 2048 GB Hybrid Drive, NVIDIA GeForce RTX 2060 6GB GDDR6, Backlit Keyboard, Windows 10",https://www.amazon.sa/LENOVO/dp/B084Z6P8PK/ref=sr_1_45?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-45,1527,i7,7,Intel,0,Amazon (SA)
45,لاب توب اسوس TUF A17 للالعاب FA706II-H7004T، AMD رايزن 7 4800H، 2.9 جيجاهرتز (كاش 8ميجا الى 4.2جيجاهرتز)،رام 16 جيجا،SSD 512، FHD 17.3، نفيديا جيفورسGTX،1650 Ti 4 جيجا، GDDR6،120 هرتز،ويندوز 10،اسود,https://www.amazon.sa/FA706II-H7004T%D8%8C-4-2%D8%AC%D9%8A%D8%AC%D8%A7%D9%87%D8%B1%D8%AA%D8%B2-%D8%AC%D9%8A%D9%81%D9%88%D8%B1%D8%B3GTX%D8%8C1650-GDDR6%D8%8C120-%D9%87%D8%B1%D8%AA%D8%B2%D8%8C%D9%88%D9%8A%D9%86%D8%AF%D9%88%D8%B2/dp/B08K9TY78P/ref=sr_1_46?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-46,1161,رايزن 7,7,AMD,0,Amazon (SA)
46,لاب توب اتش بي بافليون للألعاب 15 بوصة ميكرو إيدج، معالج انتل كور i5-9300H، معالج نفيديا جيفورس GTX 1050 (3 جيجابايت) (15-dk0010nr، ظل أسود/أخضر حمضي) 15-15.99 inches 15-dk0020nr,https://www.amazon.sa/i5-9300H%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-15-dk0010nr%D8%8C-15-15-99-15-dk0020nr/dp/B07SC6HG74/ref=sr_1_47?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-47,845,i5,5,Intel,0,Amazon (SA)
47,"2019 ASUS TUF 15.6"" FHD Gaming Laptop Computer, AMD Ryzen 7 3750H Quad-Core up to 4.0GHz, 8GB DDR4 RAM, 256GB PCIe SSD, GeForce GTX 1660 Ti 6GB, 802.11ac WiFi, Bluetooth 4.2, USB 3.1, Windows 10",https://www.amazon.sa/FX505/dp/B07W5T9GX1/ref=sr_1_48?dchild=1&keywords=Gemming+laptop&qid=1615467557&sr=8-48,1147,Ryzen 7,7,AMD,0,Amazon (SA)
48,لاب توب الالعاب ام اس اي GS66 ستيلث 10SE-442 شاشة 15.6 انش 240 هرتز 3 ام اس فائق النحافة وخفيف الوزن انتل كور i7-10875H RTX2060 سعة 16 جيجابايت 512 جيجابايت NVMe SSD Win10PRO VR Ready,https://www.amazon.sa/GS66-10SE-442-i7-10875H-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-Win10PRO/dp/B0895Q3HW5/ref=sr_1_49?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-49,1657,i7,7,Intel,0,Amazon (SA)
50,لاب توب العاب اتش بي بافليون جيمنج 16، جيفورس، انتل كور اي 5- فل اتش دي، ويندوز 10 هوم، لوحة مفاتيح باضاءة خلفية,https://www.amazon.sa/%D8%A8%D8%A7%D9%81%D9%84%D9%8A%D9%88%D9%86-%D8%AC%D9%8A%D9%81%D9%88%D8%B1%D8%B3%D8%8C-%D9%88%D9%8A%D9%86%D8%AF%D9%88%D8%B2-%D9%85%D9%81%D8%A7%D8%AA%D9%8A%D8%AD-%D8%A8%D8%A7%D8%B6%D8%A7%D8%A1%D8%A9/dp/B089815FGM/ref=sr_1_51?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-51,1099, اي 5,5,Intel,0,Amazon (SA)
52,لاب توب لينوفو ليجيون Y540 للالعاب: انتل كور i7-9750H، نفيديا RTX 2060، ذاكرة رام 16 جيجا، 512 جيجا اس اس دي + 1 تيرا اتش دي دي، 15.6 انش شاشة فل اتش دي 144 هرتز,https://www.amazon.sa/%D9%84%D8%A7%D8%A8-%D9%84%D9%8A%D9%86%D9%88%D9%81%D9%88-%D9%84%D9%8A%D8%AC%D9%8A%D9%88%D9%86-Y540-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8/dp/B0892RYBRB/ref=sr_1_53?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-53,1460,i7,7,Intel,0,Amazon (SA)
53,لاب توب العاب ام اس اي GF65 رفيع 9SEXR-838 معالج i7-9750H/ ار تي اكس 2060/، رام 8 جيجا/وذاكرة 512 جيجا/ نظام تشغيل ويندوز 10,https://www.amazon.sa/GF65-9SEXR-838-i7-9750H-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D9%88%D9%8A%D9%86%D8%AF%D9%88%D8%B2/dp/B08BZQ9499/ref=sr_1_54?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-54,1260,i7,7,Intel,0,Amazon (SA)
54,"Lenovo IdeaPad Gaming 3 15.6"" Gaming Laptop 120Hz Ryzen 7-4800H 8GB RAM 512GB SSD GTX 1650 Ti 4GB - AMD Ryzen 7-4800H Octa-core - NVIDIA GeForce GTX 1650 Ti 4GB GDDR6 - 120Hz Refresh Rate - in-pl",https://www.amazon.sa/15ARH05/dp/B08PDSJV27/ref=sr_1_55?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-55,1053,Ryzen 7,7,AMD,0,Amazon (SA)
55,لاب توب لينوفو ايديا باد للالعاب 3i 15 بوصة، شاشة 15.6 بوصة فل اتش دي (1920 x 1080)، معالج انتل كور i5-10300H، رام 8 جيجا، ذاكرة رام 512 جيجا، نفيديا GTX 1650Ti جرافيكس، ويندوز 10، 81Y400U6US، اسود,https://www.amazon.sa/%D9%84%D9%8A%D9%86%D9%88%D9%81%D9%88-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-i5-10300H%D8%8C-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83%D8%B3%D8%8C-81Y400U6US%D8%8C/dp/B08L5KL4SG/ref=sr_1_56?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-56,997,i5,5,Intel,0,Amazon (SA)
56,"Asus ROG STRIX G712LWS-EV031T-STRIX G Gaming Laptop (Orignal Black) - Intel i7-10750H 2.6 GHz, 16 GB RAM,1TB, Nvidia GeForce RTX 2070 SUPER, 17.3 inches, Windows 10,Eng-Arb-KB",https://www.amazon.sa/dp/B08D389927/ref=sr_1_57?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-57,2469,i7,7,Intel,0,Amazon (SA)
57,"MSI Creator 17 A10SF (RTX2070 Max-Q, GDDR6 8GB) [9S7-17G312-029] Gaming Laptop, Comet lake i7-10875H+HM470, 17.3 Inch, 1TB SSD, 32GB RAM, RTX2070 Max-Q, GDDR6 8GB, Win10, Eng-Ara KB",https://www.amazon.sa/9S7-17G312-029/dp/B089VRD9NQ/ref=sr_1_58?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-58,3892,i7,7,Intel,0,Amazon (SA)
59,لاب توب بليد 15 2020 المخصص للالعاب من رايزر معالج انتل كور اي7 -10750H سداسي النواة، نفيديا جي فورس جي تي اكس 1660 تي اي,https://www.amazon.sa/%D8%A7%D9%84%D9%85%D8%AE%D8%B5%D8%B5-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-10750H-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A9%D8%8C-%D9%86%D9%81%D9%8A%D8%AF%D9%8A%D8%A7/dp/B086MFZBM9/ref=sr_1_60?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-60,1773, اي7,7,Intel,0,Amazon (SA)
